title,title_link,likes,pub_points,popularity,description,latest_version,latest_version_release_date,provided_license,is_beta_version,sdk,platform,documentation_link,verified_publisher,dependencies,github_link
background_downloader,https://pub.dev/packages/background_downloader,279,160,97,"A multi-platform background file downloader and uploader. Define the task, enqueue and monitor progress",8.5.2,"May 19, 2024","BSD-3-Clause, MIT",,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/background_downloader/latest/,bbflight.com,"async,collection,flutter,http,logging,mime,path,path_provider",https://github.com/781flyingdutchman/background_downloader
flutter_mapbox_navigation,https://pub.dev/packages/flutter_mapbox_navigation,279,140,92,Add Turn By Turn Navigation to Your Flutter Application Using MapBox. Never leave your app when you need to navigate your users to a location.,0.2.2,"Oct 7, 2023",unknown,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/flutter_mapbox_navigation/latest/,eopeter.com,"flutter,flutter_web_plugins,plugin_platform_interface,very_good_analysis",https://github.com/eopeter/flutter_mapbox_navigation
flutter_link_previewer,https://pub.dev/packages/flutter_link_previewer,279,160,96,Customizable link and URL preview extracted from the provided text with the ability to render from the cache. Ideal for chat applications.,3.2.2,"Jul 9, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_link_previewer/latest/,flyer.chat,"flutter,flutter_chat_types,flutter_linkify,html,http,linkify,meta,url_launcher",https://github.com/flyerhq/flutter_link_previewer
preload_page_view,https://pub.dev/packages/preload_page_view,278,150,98,A pre-load PageView widget which you can use it to preload one page before and after current page.,0.2.0,"May 14, 2023",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/preload_page_view/latest/,unverified uploader,flutter,https://github.com/Neil-Gu/preload_page_view
easy_stepper,https://pub.dev/packages/easy_stepper,279,150,98,"A fully customizable, beautiful and easy to use stepper widget. It help you to show or collect information from users using organized steps.",0.8.5,"May 18, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/easy_stepper/latest/,unverified uploader,"flutter,lottie",https://github.com/ma7moud3osman/easy_stepper.git
awesome_card,https://pub.dev/packages/awesome_card,277,135,96,Flutter package to create a Credit Card Widget in your application.,1.1.7,"Jan 27, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/awesome_card/latest/,vivekkaushik.com,flutter,https://github.com/iamvivekkaushik/AwesomeCard
animated_icon_button,https://pub.dev/packages/animated_icon_button,277,140,90,Flutter package to create custom animated IconButton. Includes all available icons. Based on native IconButton.,1.0.2,"Jun 5, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/animated_icon_button/latest/,frezycode.com,"flutter,freezed_annotation",https://github.com/Frezyx/animated_icon_button
sqfentity,https://pub.dev/packages/sqfentity,275,110,90,SqfEntity ORM for Flutter/Dart lets you build and execute SQL commands easily and quickly with the help of fluent methods similar to .Net Entity Framework.,2.5.0,"Jul 8, 2024",unknown,,FLUTTER,"ANDROID, IOS, MACOS",https://pub.dev/documentation/sqfentity/latest/,huseyintokpinar.com,"flutter,meta,path,sqfentity_gen,sqflite_common,sqflite_common_ffi,sqflite_sqlcipher,synchronized",https://github.com/hhtokpinar/sqfEntity
edge_detection,https://pub.dev/packages/edge_detection,275,150,94,"A flutter plugin to detect edges of objects, scan paper, detect corner, detect rectangle. It allows cropping of the detected object image and returns the path of the cropped image.",1.1.3,"Oct 17, 2023",Apache-2.0,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/edge_detection/latest/,unverified uploader,flutter,https://github.com/sawankumarbundelkhandi/edge_detection
shelf_router,https://pub.dev/packages/shelf_router,274,160,98,"A convenient request router for the shelf web-framework, with support for URL-parameters, nested routers and routers generated from source annotations.",1.1.4,"May 3, 2023",Apache-2.0,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/shelf_router/latest/,tools.dart.dev,"http_methods,meta,shelf",https://github.com/dart-lang/shelf/tree/master/pkgs/shelf_router
animated_background,https://pub.dev/packages/animated_background,275,140,95,Animated Backgrounds for Flutter. Easily extended to paint whatever you want on the canvas.,2.0.0,"May 5, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/animated_background/latest/,andrebaltazar.com,"flutter,meta",https://github.com/AndreBaltazar8/flutter_animated_background
tab_container,https://pub.dev/packages/tab_container,274,160,95,"Customisable tab view/carousel with animated indicator. Just pass in children and tabs, or use a TabController, change the tab side, add color(s), and more.",3.5.3,"Apr 17, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/tab_container/latest/,precede.dev,flutter,https://github.com/sourcemain/tab_container
scoped_model,https://pub.dev/packages/scoped_model,273,150,99,A Widget that passes a Reactive Model to all of it's children,2.0.0,"Aug 24, 2022",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/scoped_model/latest/,unverified uploader,flutter,https://github.com/brianegan/scoped_model
pedometer,https://pub.dev/packages/pedometer,273,160,96,A Pedometer and Step Detection package for Android and iOS. Step count is streamed as the platform updates it.,4.0.2,"Jul 31, 2024",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/pedometer/latest/,cachet.dk,flutter,https://github.com/cph-cachet/flutter-plugins
ffigen,https://pub.dev/packages/ffigen,272,160,97,"Generator for FFI bindings, using LibClang to parse C, Objective-C, and Swift files.",13.0.0,"Jul 18, 2024",BSD-3-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/ffigen/latest/,tools.dart.dev,"args,cli_util,collection,ffi,file,glob,logging,package_config,path,quiver,yaml,yaml_edit",https://github.com/dart-lang/native/tree/main/pkgs/ffigen
vexana,https://pub.dev/packages/vexana,272,160,90,Manage your network layer with dio. You will be able to use it very easily network operations.,4.0.4,"Jul 3, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/vexana/latest/,vb10.dev,"collection,dio,equatable,flutter,logger,path_provider,retry,shared_preferences",https://github.com/VB10/vexana
ffi,https://pub.dev/packages/ffi,272,160,99,Utilities for working with Foreign Function Interface (FFI) code.,2.1.2,"Jan 17, 2024",BSD-3-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/ffi/latest/,dart.dev,,https://github.com/dart-lang/native/tree/main/pkgs/ffi
stack_trace,https://pub.dev/packages/stack_trace,272,160,99,A package for manipulating stack traces and printing them readably.,1.11.1,"Jul 7, 2023",BSD-3-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/stack_trace/latest/,tools.dart.dev,path,https://github.com/dart-lang/stack_trace
geocoder,https://pub.dev/packages/geocoder,272,15,96,Forward and reverse geocoding.,0.2.1,"Jul 17, 2019",unknown,,,,,aloisdeniel.com,"flutter,meta",https://github.com/aloisdeniel/flutter_geocoder
markdown,https://pub.dev/packages/markdown,271,150,97,A portable Markdown library written in Dart that can parse Markdown into HTML.,7.2.2,"Mar 7, 2024",BSD-3-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/markdown/latest/,tools.dart.dev,"args,meta",https://github.com/dart-lang/markdown
tab_indicator_styler,https://pub.dev/packages/tab_indicator_styler,271,150,96,Add beautiful and trending tab indicators directly to your default Flutter TabBar,2.0.0,"Aug 12, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/tab_indicator_styler/latest/,theadar.xyz,flutter,https://github.com/adar2378/tab_indicator_styler
action_slider,https://pub.dev/packages/action_slider,270,160,96,A slider to confirm actions and provide feedback on the success of these after subsequent loading.,0.7.0,"Jul 30, 2023",BSD-3-Clause,0.8.0-beta.2,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/action_slider/latest/,splashbyte.dev,flutter,https://github.com/splashbyte/action_slider
stacked_services,https://pub.dev/packages/stacked_services,270,140,98,A package that contains some default implementations of services required for a cleaner implementation of the Stacked Architecture.,1.5.0,"Mar 26, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/stacked_services/latest/,filledstacks.com,"crypto,flutter,get,stacked,stacked_shared",https://github.com/FilledStacks/stacked
stop_watch_timer,https://pub.dev/packages/stop_watch_timer,270,160,99,Simple CountUp timer / CountDown timer. It easily create app of stopwatch.,3.2.0,"Aug 1, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/stop_watch_timer/latest/,neverjp.com,rxdart,https://github.com/hukusuke1007/stop_watch_timer
extended_nested_scroll_view,https://pub.dev/packages/extended_nested_scroll_view,270,150,98,extended nested scroll view to fix pinned header and inner scrollables sync issues.,6.2.1,"Dec 27, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/extended_nested_scroll_view/latest/,fluttercandies.com,"flutter,visibility_detector",https://github.com/fluttercandies/extended_nested_scroll_view
toast,https://pub.dev/packages/toast,270,130,98,A Flutter Toast plugin.,0.3.0,"Apr 17, 2022",MIT,,FLUTTER,WEB,https://pub.dev/documentation/toast/latest/,unverified uploader,"flutter,flutter_web_plugins",https://github.com/huclengyue/FlutterToast
flutter_custom_carousel,https://pub.dev/packages/flutter_custom_carousel,269,160,88,"A widget for creating fully custom, animated scrollable lists. It manages all the tricky scrolling logic and leaves the visual presentation up to you.",0.1.0+1,"Apr 17, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_custom_carousel/latest/,gskinner.com,"flutter,flutter_animate",https://github.com/gskinnerTeam/flutter_custom_carousel
blue_thermal_printer,https://pub.dev/packages/blue_thermal_printer,269,150,96,A Flutter plugin for connecting to thermal printer via bluetooth,1.2.3,"Jul 19, 2022",CPL-1.0,,FLUTTER,"ANDROID, IOS, MACOS",https://pub.dev/documentation/blue_thermal_printer/latest/,kakzaki.dev,flutter,https://github.com/kakzaki/blue_thermal_printer
shrink_sidemenu,https://pub.dev/packages/shrink_sidemenu,269,150,90,A Side Menu plugin for flutter and compatible with liquid ui.,2.0.0+2-null-safety,"Dec 23, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/shrink_sidemenu/latest/,stackorient.com,flutter,https://github.com/raj457036/shrink_sidemenu_flutter
ota_update,https://pub.dev/packages/ota_update,268,150,96,"A Flutter plugin providing ota updates for Android and iOS, with download progress (Android only)",6.0.0,"Nov 24, 2023",MIT,,FLUTTER,ANDROID,https://pub.dev/documentation/ota_update/latest/,4q.eu,flutter,https://github.com/4Q-s-r-o/ota_update
dotted_line,https://pub.dev/packages/dotted_line,269,160,99,This package allows you to draw dotted lines with Flutter. You can draw a beautiful dotted line.,3.2.2,"Jun 13, 2023",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/dotted_line/latest/,unverified uploader,flutter,https://github.com/umechanhika/dotted_line
fluttermoji,https://pub.dev/packages/fluttermoji,268,150,89,"A light-weight and highly customizable SVG avatar library for Flutter apps. Provides a Customizer Widget, CircleAvatar and other utility functions that are ready-to-use.",1.0.2,"Mar 26, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/fluttermoji/latest/,unverified uploader,"flutter,flutter_svg,get,shared_preferences",https://github.com/psk907/fluttermoji
otp_text_field,https://pub.dev/packages/otp_text_field,266,145,99,A flutter package to create a OTP Text Field widget in your application.,1.1.3,"Apr 25, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/otp_text_field/latest/,vivekkaushik.com,flutter,https://github.com/iamvivekkaushik/OTPTextField
loading_animations,https://pub.dev/packages/loading_animations,266,150,95,A Flutter package with a selection of simple yet very customizable set of loading animations.,2.2.0,"Mar 9, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/loading_animations/latest/,unverified uploader,flutter,https://github.com/cytryn/loading-animations
flutter_localization,https://pub.dev/packages/flutter_localization,266,160,99,Flutter Localization is a package use for in-app localization with map data. More easier and faster to implement and inspired by the flutter_localizations itself.,0.2.1,"Jul 29, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_localization/latest/,unverified uploader,"flutter,flutter_localizations,flutter_web_plugins,plugin_platform_interface,shared_preferences",https://github.com/channdara/flutter_localization
facebook_app_events,https://pub.dev/packages/facebook_app_events,265,160,99,"Flutter plugin for Facebook App Events, an app measurement solution that provides insight on app usage and user engagement in Facebook Analytics.",0.19.2,"Apr 4, 2024",Apache-2.0,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/facebook_app_events/latest/,oddbit.id,flutter,https://github.com/oddbit/flutter_facebook_app_events
seo_renderer,https://pub.dev/packages/seo_renderer,265,140,89,A flutter plugin to render text widgets as html for SEO purpose.,0.6.0,"Mar 15, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/seo_renderer/latest/,sahdeepsingh.com,flutter,https://github.com/iamSahdeep/seo_renderer
audio_session,https://pub.dev/packages/audio_session,265,160,98,"Sets the iOS audio session category and Android audio attributes for your app, and manages your app's audio focus, mixing and ducking behaviour.",0.1.21,"Jul 17, 2024",MIT,,FLUTTER,"ANDROID, IOS, MACOS, WEB",https://pub.dev/documentation/audio_session/latest/,ryanheise.com,"flutter,flutter_web_plugins,meta,rxdart",https://github.com/ryanheise/audio_session
image_editor_plus,https://pub.dev/packages/image_editor_plus,265,160,96,"Image Editor Plugin with filters, drawing, text and emoji like stories.",1.0.6,"May 15, 2024",MIT,,FLUTTER,"ANDROID, IOS, WEB, WINDOWS",https://pub.dev/documentation/image_editor_plus/latest/,ensorta.com,"colorfilter_generator,extended_image,flex_color_picker,flutter,flutter_web_plugins,font_awesome_flutter,hand_signature,image,image_picker,permission_handler,reorderables,screenshot",https://github.com/hsbijarniya/image_editor_plus
webviewx,https://pub.dev/packages/webviewx,264,140,96,A feature-rich cross-platform webview using webview_flutter for mobile and iframe for web. JS interop-ready.,0.2.2,"Mar 14, 2023",MIT,,FLUTTER,"ANDROID, IOS, WEB",https://pub.dev/documentation/webviewx/latest/,unverified uploader,"flutter,http,path,pointer_interceptor,uuid,webview_flutter",https://github.com/adrianflutur/webviewx
drawing_animation,https://pub.dev/packages/drawing_animation,264,140,82,An dart-only library for gradually painting SVG path objects on canvas (drawing line animation).,1.0.1,"Aug 11, 2022",BSD-2-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/drawing_animation/latest/,unverified uploader,"flutter,path_parsing,xml",https://github.com/biocarl/drawing_animation
barcode_scan2,https://pub.dev/packages/barcode_scan2,264,150,98,A flutter plugin for scanning 2D barcodes and QRCodes via camera.,4.3.3,"Jul 17, 2024",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/barcode_scan2/latest/,mono0926.com,"flutter,protobuf",https://github.com/mono0926/barcode_scan2
swipeable_page_route,https://pub.dev/packages/swipeable_page_route,263,160,94,Swipe to navigate back and admire beautifully morphing widgets,0.4.3,"May 21, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/swipeable_page_route/latest/,wanke.dev,"black_hole_flutter,collection,flutter,flutter_color_models,list_diff",https://github.com/JonasWanke/swipeable_page_route
dart_mappable,https://pub.dev/packages/dart_mappable,266,120,97,"Improved json serialization and data classes with full support for generics, inheritance, customization and more.",4.2.2,"Apr 2, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/dart_mappable/latest/,schultek.de,"collection,meta,type_plus",https://github.com/schultek/dart_mappable
neopop,https://pub.dev/packages/neopop,264,160,90,NeoPop is CRED's inbuilt library for using NeoPop components in your app.,1.0.2,"Jul 6, 2022",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/neopop/latest/,cred.club,flutter,https://github.com/CRED-CLUB/neopop-flutter
flutter_parsed_text,https://pub.dev/packages/flutter_parsed_text,263,150,96,A Flutter package to parse text and make them into multiple Flutter Text widget.,2.2.1,"Jun 1, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_parsed_text/latest/,unverified uploader,flutter,https://github.com/fayeed/flutter_parsed_text
lite_rolling_switch,https://pub.dev/packages/lite_rolling_switch,262,140,96,"Custom Switch button with nice looking and attractive animation, made to allow you to customize colors, icons and other cosmetic content. Now supports null safety.",1.0.1,"Feb 19, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/lite_rolling_switch/latest/,unverified uploader,"flutter,intl",https://github.com/cgustav/lite_rolling_switch
expandable_text,https://pub.dev/packages/expandable_text,262,140,98,Widget that only shows the first lines of a text and adds a link to expand the full text.,2.3.0,"Apr 3, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/expandable_text/latest/,unverified uploader,flutter,https://github.com/fweinaug/expandable_text
dart_json_mapper,https://pub.dev/packages/dart_json_mapper,261,150,93,This package allows programmers to annotate Dart objects in order to serialize / deserialize them from / to JSON.,2.2.13,"Jul 17, 2024",BSD-3-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/dart_json_mapper/latest/,edensapple.com,"analyzer,build,build_config,collection,intl,meta,path,pubspec_parse,reflectable",https://github.com/k-paxian/dart-json-mapper
extended_text_field,https://pub.dev/packages/extended_text_field,262,150,96,"Extended official text field to build special text like inline image, @somebody, custom background etc quickly.It also support to build custom seleciton toolbar and handles.",15.0.0,"May 15, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/extended_text_field/latest/,fluttercandies.com,"extended_text_library,flutter",https://github.com/fluttercandies/extended_text_field
dart_jsonwebtoken,https://pub.dev/packages/dart_jsonwebtoken,261,160,98,A dart implementation of the famous javascript library 'jsonwebtoken' (JWT).,2.14.0,"Apr 25, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/dart_jsonwebtoken/latest/,jonasroussel.com,"clock,collection,convert,crypto,ed25519_edwards,pointycastle",https://github.com/jonasroussel/dart_jsonwebtoken
cryptography,https://pub.dev/packages/cryptography,261,130,97,"Cryptographic algorithms for encryption, digital signatures, key agreement, authentication, and hashing. AES, Chacha20, ED25519, X25519, Argon2, and more. Good cross-platform support.",2.7.0,"Sep 21, 2023",Apache-2.0,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/cryptography/latest/,dint.dev,"collection,crypto,ffi,js,meta,typed_data",https://github.com/dint-dev/cryptography
file,https://pub.dev/packages/file,261,150,99,"A pluggable, mockable file system abstraction for Dart. Supports local file system access, as well as in-memory file systems, record-replay file systems, and chroot file systems.",7.0.0,"May 19, 2023",BSD-3-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/file/latest/,google.dev,"meta,path",https://github.com/google/file.dart/tree/master/packages/file
image_downloader,https://pub.dev/packages/image_downloader,261,160,95,Flutter plugin that downloads images on the Internet and saves them on device.,0.31.0,"Nov 15, 2021",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/image_downloader/latest/,unverified uploader,flutter,https://github.com/ko2ic/image_downloader
extended_text,https://pub.dev/packages/extended_text,260,160,97,"Extended official text to build special text like inline image or @somebody quickly,it also support custom background,custom over flow and custom selection toolbar and handles.",13.0.2,"Jun 3, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/extended_text/latest/,fluttercandies.com,"extended_text_library,flutter",https://github.com/fluttercandies/extended_text
system_tray,https://pub.dev/packages/system_tray,260,150,94,system_tray that makes it easy to customize tray and work with your Flutter desktop app.,2.0.3,"Apr 19, 2023",MIT,,FLUTTER,"LINUX, MACOS, WINDOWS",https://pub.dev/documentation/system_tray/latest/,unverified uploader,"flutter,path,uuid",https://github.com/antler119/system_tray.git
bottom_picker,https://pub.dev/packages/bottom_picker,258,160,98,A new flutter package that let you create a bottom item picker or date & time picker with minmum parameters,2.8.0,"Jun 9, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/bottom_picker/latest/,badrkouki.dev,flutter,https://github.com/koukibadr/Bottom-Picker
bluetooth_print,https://pub.dev/packages/bluetooth_print,258,140,96,BluetoothPrint is a bluetooth plugin to help developers build bluetooth thermal printer apps for both iOS and Android.,4.3.0,"Oct 31, 2022",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/bluetooth_print/latest/,unverified uploader,"flutter,json_annotation,rxdart",https://github.com/thon-ju/bluetooth_print
multi_split_view,https://pub.dev/packages/multi_split_view,257,160,96,Provides horizontal or vertical multiple split view for Flutter.,3.4.0,"Jul 31, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/multi_split_view/latest/,caduandrade.net,"flutter,meta",https://github.com/caduandrade/multi_split_view
easy_image_viewer,https://pub.dev/packages/easy_image_viewer,258,160,98,"An easy image viewer with pinch & zoom, multi image, and built-in full-screen dialog support.",1.5.1,"Jun 24, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/easy_image_viewer/latest/,thesmythgroup.com,flutter,https://github.com/thesmythgroup/easy_image_viewer
sqflite_common_ffi,https://pub.dev/packages/sqflite_common_ffi,257,160,99,"sqflite ffi based implementation, for desktop and units tests.",2.3.3,"Mar 16, 2024",BSD-2-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/sqflite_common_ffi/latest/,tekartik.com,"meta,path,sqflite_common,sqlite3,synchronized",https://github.com/tekartik/sqflite/tree/master/sqflite_common_ffi
vertical_card_pager,https://pub.dev/packages/vertical_card_pager,257,140,89,Use dynamic and beautiful card view pagers to help you create great apps.,1.6.2,"Feb 20, 2024",BSD-2-Clause,,FLUTTER,"ANDROID, IOS, WEB",https://pub.dev/documentation/vertical_card_pager/latest/,unverified uploader,flutter,https://github.com/Origogi/Vertical_Card_Pager
align_positioned,https://pub.dev/packages/align_positioned,257,150,95,"Greatly simplifies layouts which are difficult to implement with Columns and Rows, by letting you declaratively position and resize widgets in relation to one another.",4.0.1,"Jan 24, 2024",BSD-2-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/align_positioned/latest/,glasberg.dev,"flutter,matrix4_transform",https://github.com/marcglasberg/align_positioned
sn_progress_dialog,https://pub.dev/packages/sn_progress_dialog,256,160,97,Customizable progress dialog package for Flutter.(Captures the progress value),1.1.4,"Mar 9, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/sn_progress_dialog/latest/,aemreesen.com,flutter,https://github.com/emreesen27/Flutter-Progress-Dialog.git
wifi_iot,https://pub.dev/packages/wifi_iot,256,150,97,"Flutter plugin which can handle WiFi connections and hotspot (AP, STA)",0.3.19,"Dec 19, 2023",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/wifi_iot/latest/,flutternetwork.dev,flutter,https://github.com/flutternetwork/WiFiFlutter/tree/master/packages/wifi_iot
status_alert,https://pub.dev/packages/status_alert,255,150,92,Display Apple system-like self-hiding status alerts. It is well suited for notifying user without interrupting user flow.,1.0.1,"Oct 17, 2022",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/status_alert/latest/,yako.io,"flare_flutter,flutter",https://github.com/yako-dev/flutter-status-alert
blurrycontainer,https://pub.dev/packages/blurrycontainer,254,160,96,A Flutter package to create a frosted glass effect on a container.,2.1.0,"May 4, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/blurrycontainer/latest/,unverified uploader,flutter,https://github.com/kishan-dhankecha/blurrycontainer
flutter_animated_button,https://pub.dev/packages/flutter_animated_button,254,140,95,A flutter package project which contains a collection of cool and beautiful button animations.,2.0.3,"Feb 3, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_animated_button/latest/,unverified uploader,flutter,https://github.com/NikhilVadoliya/FlutterAnimatedButton
flutter_nearby_connections,https://pub.dev/packages/flutter_nearby_connections,253,150,88,Flutter plugin supports peer-to-peer connectivity and discovers nearby devices for Android and IOS,1.1.2,"Dec 6, 2023",BSD-2-Clause,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/flutter_nearby_connections/latest/,smew.tech,flutter,https://github.com/VNAPNIC/flutter_nearby_connections
auto_size_text_field,https://pub.dev/packages/auto_size_text_field,252,150,98,Flutter TextField widget that automatically resizes text field to fit perfectly within its bounds.,2.2.3,"Mar 11, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/auto_size_text_field/latest/,zhuoran.li,flutter,https://github.com/lzhuor/auto_size_text_field
material_floating_search_bar_2,https://pub.dev/packages/material_floating_search_bar_2,252,140,95,"A Flutter implementation of an expandable and animated floating search bar, also known as persistent search.",0.5.0,"Apr 20, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/material_floating_search_bar_2/latest/,unverified uploader,"flutter,meta",https://github.com/AlwinFassbender/material_floating_search_bar
slidy,https://pub.dev/packages/slidy,252,130,85,"CLI package manager, template for Flutter and Pipeline (scripts). Generate Modules, Pages, Widgets, BLoCs, MobX, Triple and more.",4.0.4,"Feb 13, 2023",Apache-2.0,,"DART, FLUTTER","LINUX, MACOS, WINDOWS",https://pub.dev/documentation/slidy/latest/,flutterando.com.br,"ansicolor,args,collection,dart_console,fhir_yaml,file,fpdart,http,io,meta,modular_core,path,pub_api_client,recase,rxdart,source_span,yaml",https://github.com/Flutterando/slidy
photofilters,https://pub.dev/packages/photofilters,252,130,92,A flutter package for applying various types of filters to an image. You can create your own filters and subfilters too.,3.0.1,"Jun 15, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/photofilters/latest/,unverified uploader,"flutter,image,meta,path_provider",https://github.com/skkallayath/photofilters
